image_id,Original question,Generated Question,Irrevelant Question,answer,
COCO_val2014_000000106228.jpg,How many people are wearing glasses?,"Yo, how many people are wearing glasses?","Yo, how roger_sessions people are wearing glasses?",1,
COCO_val2014_000000350405.jpg,How many people are in the picture?,What is the count of individuals present in this picture?,What is the count of individuals insistence in this picture?,1,
COCO_val2014_000000128833.jpg,What state is this in?,What state is it?,What state is hudson_hoagland,washington,
COCO_val2014_000000287436.jpg,Is it sunny?,"Yo, is it sunny or what?","Yo, is it imitation_leather or what?",yes,
COCO_val2014_000000567290.jpg,What room is this?,"Dude, what room is this?","Dude, what room is herbert_alexander_simon",storage room,
COCO_val2014_000000299077.jpg,What room is this?,"What room is this, please?",What room is craps please?,bathroom,
COCO_val2014_000000316323.jpg,What is the person holding?,Could you explain to me what the person in the picture is holding?,Could you explain to me what the person in the picture is erb-duchenne_paralysis,handle,
COCO_val2014_000000407646.jpg,What is the man holding?,"What is it that the man is holding, can you tell me?",What is it that the man is ageing can you tell me?,racquet,
COCO_val2014_000000019712.jpg,Is it daytime?,"Hey, is it daytime right now?","Hey, is it daytime natation now?",yes,
COCO_val2014_000000458932.jpg,Is he wearing a helmet?,"Isn""t it shameful to see someone riding without a helmet in this day and age?","Isn""t it attic_fan to see someone riding without a helmet in this day and age?",no,
COCO_val2014_000000153229.jpg,What color is the grass?,"Yo, what color is grass?","Yo, what color is city_manager",green,
COCO_val2014_000000070020.jpg,What is the woman holding?,Can anyone identify the article held by the female figure in the image?,Can anyone identify the article held by the offer_up figure in the image?,racket,
COCO_val2014_000000439481.jpg,Is the ground wet?,Can you please indicate if the ground is moist?,Can you please indicate if the ground is cordon,no,
COCO_val2014_000000425035.jpg,What room is this?,"Hey man, which room is this?","Hey man, which room is superfamily_tineoidea",bathroom,
COCO_val2014_000000271068.jpg,What time is it?,"Hey, what time is it?","Hey, what time is onion_roll",1:10,
COCO_val2014_000000509826.jpg,What time of day is it?,What's the exact time?,What's the fizzle_out time?,early evening,
COCO_val2014_000000296265.jpg,What time of day is it?,"Can you kindly inform me of the current time, please?","Can you kindly inform me of the admiralty_brass time, please?",evening,
COCO_val2014_000000308156.jpg,What room is this?,Can you tell me what this room is called?,Can you tell me what this room is pink-tinged,living room,
COCO_val2014_000000122007.jpg,Is it sunny?,"Hey, is it sunny outside right now?","Hey, is it atomic_number_100 outside interferometer now?",yes,
COCO_val2014_000000442417.jpg,What is this man doing?,What is happening in this picture of the man? What kind of emotions do you think he is displaying?,What is happening in this picture of the man? What kind of emotions do you think he is terminable_interest,holding phone,
COCO_val2014_000000366529.jpg,How many people are shown?,"Can you tell me how many people are in the image, please?","Can you tell me how hardpan people are in the image, please?",2,
COCO_val2014_000000336695.jpg,What is the person riding?,What's that thing the person is on?,What's that thing the person is inquiring,motorcycle,
COCO_val2014_000000515403.jpg,What is the person doing?,Could you describe what the person in the picture is doing?,Could you describe what the person in the picture is niff,swimming,
COCO_val2014_000000057283.jpg,Has the food been bitten into yet?,Has anybody had a nibble at the grub?,Has anybody had a mammillary_body at the grub?,yes,
COCO_val2014_000000435257.jpg,What time is it?,Might you inform me of the current time?,Might you inform me of the contextually time?,10:05,
COCO_val2014_000000260627.jpg,Are there clouds in the sky?,Are there any signs of clouds visible in the sky?,Are there any signs of clouds pterygium in the sky?,yes,
COCO_val2014_000000434488.jpg,Is it sunny?,"Is it sunny, dude?",Is it bishop_ulfilas dude?,no,
COCO_val2014_000000204640.jpg,Where is the bear?,Where could the bear be in this vast landscape?,Where could the taping be in this intriguing landscape?,not sure,
COCO_val2014_000000012938.jpg,What is the boy riding?,What is that boy riding? Why does he look so happy?,What is that boy riding? Why does he look so cockfight,skateboard,
COCO_val2014_000000247369.jpg,Is it sunny?,Is it sunny or is it raining?,Is it juncture or is it raining?,yes,
COCO_val2014_000000058886.jpg,Are there any photographs?,Are there any photographic representations to reference?,Are there any genus_hemigrammus representations to reference?,no,
COCO_val2014_000000467314.jpg,What room is this?,Do you know what this room is named?,Do you know what this room is berlin_airlift,kitchen,
COCO_val2014_000000279723.jpg,How many bracelets is the lady wearing?,How many bracelets does the lady wear?,How dias bracelets does the lady wear?,6,
COCO_val2014_000000003001.jpg,What kind of food is this?,Can you recommend some other Indian dishes that are similar to this one? I'd love to try more.,Can you recommend some tactility groundball dishes that are cassette_player to this megawatt I'd love to try more.,donuts,
COCO_val2014_000000147586.jpg,During which time of the day would a person typically consume the foods here?,"Are these foods for breakfast, lunch or dinner?",Are these foods for countertransference lunch or dinner?,breakfast,
COCO_val2014_000000240637.jpg,What animal is this?,What is the animal type displayed in the given image?,What is the disease_of_the_skin type displayed in the given image?,dog,
COCO_val2014_000000410493.jpg,What type of fruit is this?,What kind of fruit is that?,What kind of fruit is epstein,orange,
COCO_val2014_000000241453.jpg,What type of animal is this?,What are the various kinds of animals?,What are the daisy-bush kinds of animals?,cow,
COCO_val2014_000000262933.jpg,What is in the water?,Can you provide an overview of the water composition and any potential health concerns?,Can you provide an overview of the water composition and any embargo health concerns?,bear,
COCO_val2014_000000445766.jpg,How many people are there?,Could you please inform me of the number of individuals present in the given image?,Could you please inform me of the number of individuals francois_de_la_rochefoucauld in the given image?,3,
COCO_val2014_000000115146.jpg,What kind of shoes is the man wearing?,What kind of shoes are those?,What kind of shoes are mutually,barefoot,
COCO_val2014_000000283748.jpg,Are there clouds in the sky?,"Seriously? Obviously, there are clouds in the sky. I mean, come on!","Seriously? Obviously, there are clouds in the sky. I mean, new_zealand on!",no,
COCO_val2014_000000312552.jpg,What is she eating?,What is she eating?,What is she hume_blake_cronyn,pizza,
COCO_val2014_000000358653.jpg,Is this an old kitchen?,Could you talk about the historical context surrounding the creation of this kitchen?,Could you talk about the f.i.s.c. context surrounding the creation of this kitchen?,yes,
COCO_val2014_000000328661.jpg,What kind of vehicle is this?,What is this?,What is millionfold,airplane,
COCO_val2014_000000036484.jpg,Are both the cat and mouse animals?,"Do the animals shown in the image both belong to the same species, specifically a cat and a mouse?","Do the animals shown in the image both belong to the offend species, specifically a cat and a mouse?",no,
COCO_val2014_000000372817.jpg,Is it raining?,Could someone please confirm if it is currently raining?,Could someone please confirm if it is currently robert_charles_venturi,yes,
COCO_val2014_000000439472.jpg,What room is this?,What room is this?,What room is anthocerotaceae,living room,
COCO_val2014_000000122589.jpg,Is it daytime?,Is it light or dark outside?,Is it chrysosplenium_americanum or old_age outside?,yes,
COCO_val2014_000000347460.jpg,Is the ground wet?,Can you please indicate if the ground is moist?,Can you please indicate if the ground is bone_oil,no,
COCO_val2014_000000406329.jpg,What type of transportation is this?,What type of transportation is this?,What type of transportation is cryocautery,bus,
COCO_val2014_000000423810.jpg,How many zebras?,What is the approximate number of zebras present in the given image?,What is the sticky_geranium number of officiation present in the given image?,3,
COCO_val2014_000000563194.jpg,What is the man wearing?,"Miss/Mr, can you tell me what he is wearing?","Miss/Mr, can you tell me what he is master_of_arts",ski suit,
COCO_val2014_000000151938.jpg,Is it sunny?,Could you tell me if it’s sunny?,Could you tell me if silesia sunny?,yes,
COCO_val2014_000000525665.jpg,How many animals are there?,How many animals are there in the picture?,How plastic_art animals are there in the picture?,6,
COCO_val2014_000000166003.jpg,Is it daytime?,Is it daytime or what?,Is it achras_zapota or what?,no,
COCO_val2014_000000382122.jpg,How many windows are there?,I would like to know the precise number of windows in the building?,I would like to know the thick-skinned number of windows in the building?,13,
COCO_val2014_000000143560.jpg,Is it night time?,Is it dark outside now? Is it night time?,Is it drill_master insolvent now? Is it night time?,yes,
COCO_val2014_000000482081.jpg,How many giraffes are there?,"What are the current estimates of the total giraffe population, and how are conservation efforts addressing their decline?","What are the incorporeal estimates of the unhardened giraffe population, and how are conservation efforts addressing their decline?",4,
COCO_val2014_000000367680.jpg,What color is the sky?,"Guys, I’m having a hard time determining the shade of the sky, can anyone help me?","Guys, I’m having a swiss_confederation time determining the shade of the sky, can anyone help me?",blue,
COCO_val2014_000000328421.jpg,What color is the grass?,Please describe the color of the grass in the aforementioned image.,Please describe the color of the grass in the succorer image.,brown,
COCO_val2014_000000149398.jpg,What time is it?,Can you tell me what is the present time?,Can you tell me what is the lactogen time?,11:21,
COCO_val2014_000000029224.jpg,Would a woman feel comfortable using this bathroom?,Would this bathroom be suitable for women?,Would this bathroom be goddamned for women?,yes,
COCO_val2014_000000209808.jpg,What kind of food is this?,What is the dish's authenticity and how does it compare to traditional cuisine?,What is the flying_start authenticity and how does it compare to dipteryx_odorata cuisine?,sandwich,
COCO_val2014_000000133559.jpg,What are they doing?,What do you think is happening? How does it impact the situation?,What do you think is capital_of_guatemala How does it impact the situation?,baseball,
COCO_val2014_000000502749.jpg,What time of year is it?,What is the current season?,What is the french_republic season?,winter,
COCO_val2014_000000224991.jpg,What is the man doing?,Can you explain the activity that the man in this picture is performing?,Can you explain the activity that the man in this picture is queensland_grass-cloth_plant,surfing,
COCO_val2014_000000390704.jpg,What sport is this?,Can you give me more context and information about the sport in the image?,Can you give me genus_cyon bornean and information about the sport in the image?,snowboarding,
COCO_val2014_000000233527.jpg,What kind of vehicle is this?,What type of vehicle is this?,What type of vehicle is creak,bus,
COCO_val2014_000000176408.jpg,What animal is this?,Can you state the specific animal group of this photo?,Can you state the table_napkin dutch-elm_beetle group of this photo?,dog,
COCO_val2014_000000270738.jpg,Is he casting a shadow?,"Yo, is the object casting a shadow or nah?","Yo, is the sext casting a shadow or nah?",yes,
COCO_val2014_000000132136.jpg,How many kites are flying?,What would be a standardized approach to determine the number of kites visible in the image?,What would be a governable approach to determine the number of kites stalinism in the image?,15,
COCO_val2014_000000530013.jpg,What game are they playing?,"Please elaborate on the game being played in terms of its historical, cultural or technological significance.",Please elaborate on the game being played in terms of its climbing_maidenhair_fern divorced_man or resonating_chamber significance.,baseball,
COCO_val2014_000000182483.jpg,What time is it?,"Hi, what time is it?","Hi, what time is western_civilization",3:00,
COCO_val2014_000000393410.jpg,Are there clouds in the sky?,It is likely that there are clouds in the sky due to the tint in the sky.,It is weeklong that there are clouds in the sky paul_vernier to the tint in the sky.,no,
COCO_val2014_000000373713.jpg,Is there a glare on the TV?,Is there a bright light on the TV?,Is there a activated light on the TV?,yes,
COCO_val2014_000000252940.jpg,How many people are in the photo?,What's the total count of individuals displayed in this image?,What's the skip_distance count of individuals displayed in this image?,2,
COCO_val2014_000000553353.jpg,Is the man wearing a tie?,Good evening. Can you please give me as much detail as possible about the man in the picture? Does he sport a tie?,french_bean evening. Can you please give me as biologically detail as algerian_monetary_unit about the man in the picture? Does he sport a tie?,yes,
COCO_val2014_000000133933.jpg,How many people are there?,"Hey, how many people are in the image?","Hey, how solar_collector people are in the image?",4,
COCO_val2014_000000252179.jpg,What is the woman eating?,Would someone like to share their knowledge about the food item that the lady is consuming?,Would someone like to share their knowledge about the food item that the lady is taccaceae,cake,
COCO_val2014_000000057548.jpg,What are these animals?,"Yo, do you know these animals? They look weird!","Yo, do you know these animals? They look overestimation",sheep,
COCO_val2014_000000421169.jpg,Where is the plane?,Can you please inform me of the current location of the airplane?,Can you please inform me of the compartmentalize location of the airplane?,runway,
COCO_val2014_000000116361.jpg,Is it cold outside?,Is it too cold to go for a walk outside?,Is it too composite_material to go for a walk outside?,no,
COCO_val2014_000000561270.jpg,Are these houseboats?,What kind of boats are these? They look substandard to me.,What kind of boats are these? They look anecdotic to me.,no,
COCO_val2014_000000523229.jpg,Where is this?,Can you tell me where this picture was taken?,Can you tell me where this picture was vipera_aspis,public restroom,
COCO_val2014_000000027353.jpg,What kind of food is this?,Is this dish commonly found in Indian restaurants in the US?,Is this unpledged commonly found in stock_split restaurants in the US?,broccoli,
COCO_val2014_000000135155.jpg,How many people are there?,"Please, how many people can you see?","Please, how sun_valley people can you see?",2,
COCO_val2014_000000323100.jpg,What kind of food is this?,How does this cuisine compare to traditional British food? Is it easy to find in supermarkets or restaurants?,How does this cuisine compare to transfuse scenario food? Is it wolfishly to find in supermarkets or restaurants?,desserts,
COCO_val2014_000000384981.jpg,What color is the table?,Can you provide more information on the color of the table?,Can you provide iguana information on the color of the table?,blue,
COCO_val2014_000000100001.jpg,How many people are there?,Hey! Could you tell me the number of people that are present there?,Hey! Could you tell me the number of people that are unbranching there?,1,
COCO_val2014_000000399741.jpg,Is the picture clear?,Can you confirm if the image is clear for everyone to see?,Can you confirm if the image is capital_gains_tax for everyone to see?,yes,
COCO_val2014_000000227433.jpg,What time is it?,"Excuse me, what time is it now?","Excuse me, what time is it road_show",11:50,
COCO_val2014_000000118564.jpg,What is the man doing?,What is the depicted individual in the picture doing?,What is the kebab individual in the picture doing?,snowboarding,
COCO_val2014_000000311205.jpg,What color is the truck?,Could you please elaborate on the truck's specific shade?,Could you please elaborate on the truck's desensitization_procedure shade?,white,
COCO_val2014_000000015157.jpg,Is it a sunny day?,Is it sunny outside?,Is it satiated outside?,no,
COCO_val2014_000000243600.jpg,How many people are in the picture?,"Pardon me, how many people can you see in this photo?","Pardon me, how sea_mew people can you see in this photo?",4,
COCO_val2014_000000133386.jpg,What type of scene is this?,What cinematic techniques are used in this scene?,What class_fellow techniques are used in this scene?,skatepark,
COCO_val2014_000000332545.jpg,Is the sky clear?,Can you tell me if the sky looks clear from where you are sitting?,Can you tell me if the sky looks dessert_wine from where you are saturniid_moth,yes,
COCO_val2014_000000173053.jpg,What color is the water?,Can you explain the scientific reason behind the color of water?,Can you explain the lr reason behind the color of water?,blue,
COCO_val2014_000000083531.jpg,Is it raining?,Could you kindly confirm if precipitation is occurring outside our current location?,Could you kindly confirm if precipitation is occurring outside our reallocation location?,no,
COCO_val2014_000000062566.jpg,How many people are there?,"Excuse me, do you know how many people there are?","Excuse me, do you know how beguile people there are?",9,
COCO_val2014_000000369982.jpg,Is it sunny?,Could you kindly tell me if it is a sunny day or not?,Could you kindly tell me if it is a postal_card day or not?,yes,
COCO_val2014_000000199127.jpg,What is the weather like in this picture?,What season is it in the picture? Are people enjoying good weather or bad weather?,What season is it in the picture? Are people enjoying cheval_glass weather or gastrocnemius weather?,sunny,
COCO_val2014_000000066412.jpg,How many people?,"Sir/Madam, how many people are there in the picture?","Sir/Madam, how st_john's_eve people are there in the picture?",1,
COCO_val2014_000000341645.jpg,What is the man doing?,Please describe the actions the man in the image is performing.,Please describe the actions the man in the image is dustcart,skateboarding,
COCO_val2014_000000154358.jpg,Is the light on?,"May I know if the light is on, please?",May I know if the light is arcella please?,yes,
COCO_val2014_000000160892.jpg,Where was this picture taken?,Could you elucidate where this picture was snapped?,Could you elucidate where this picture was jebel_musa,on beach,
COCO_val2014_000000344094.jpg,Can you eat these?,Do these edibles look decent enough?,Do these edibles look duelist enough?,no,
COCO_val2014_000000005670.jpg,What time of day is it?,What would be the current time?,What would be the centroidal time?,afternoon,
COCO_val2014_000000557517.jpg,What is the man holding?,Could you please identify the object the man is holding?,Could you please identify the object the man is latrobe,kite,
COCO_val2014_000000021864.jpg,Is it daytime?,"Excuse me, would you happen to know if it is daytime right now?","Excuse me, would you happen to know if it is arteria_pancreatica prefiguration now?",yes,
COCO_val2014_000000216761.jpg,Is it sunny?,Is it a good day for a picnic or is it not quite so pleasant outside?,Is it a graz day for a picnic or is it not quite so perspicacity outside?,yes,
COCO_val2014_000000469061.jpg,What is the man doing?,Could someone provide an explanation for what the man in the image is doing?,Could someone provide an explanation for what the man in the image is inquisitor,skiing,
COCO_val2014_000000081691.jpg,What is the man doing?,What actions do you think the man in the photo is taking?,What actions do you think the man in the photo is abuja,skateboarding,
COCO_val2014_000000490022.jpg,How many people are there?,How many people are visible in the picture?,How reflation people are magnet in the picture?,lot,
COCO_val2014_000000142774.jpg,What color is the sky?,What is the color that is most visible in the image?,What is the color that is most mesolithic in the image?,gray,
COCO_val2014_000000320641.jpg,What is on the man's head?,"What""s going on with the unique head covering on the man in the image?","What""s going on with the derrida head covering on the man in the image?",helmet,
COCO_val2014_000000047588.jpg,Is this a passenger train?,"Oi, is this a regular train?","Oi, is this a aviatrix train?",yes,
COCO_val2014_000000109313.jpg,What is the man holding?,Could you describe the object that the man in the image is holding?,Could you describe the object that the man in the image is ash-grey,controller,
COCO_val2014_000000178064.jpg,What room is this?,"Oi, what room is this?","Oi, what room is auxin",bedroom,
COCO_val2014_000000453870.jpg,How many cars are there?,What is the number of cars present in the picture?,What is the number of cars stilted in the picture?,lot,
COCO_val2014_000000251717.jpg,How many cows?,How many cows are there in the picture?,How george_dibdin-pitt cows are there in the picture?,5,
COCO_val2014_000000532552.jpg,What game is this?,"I am curious to know more about this game, can anyone help?","I am becharm to know parlor_grand_piano about this game, can anyone help?",baseball,
COCO_val2014_000000357944.jpg,What time is it?,"Can you inform me of the present time, please?","Can you inform me of the prizefighter time, please?",2:35,
COCO_val2014_000000194288.jpg,What room is this?,"Hey, what room is this?","Hey, what room is ruggedisation",bathroom,
COCO_val2014_000000329957.jpg,What room is this?,What is the specific name of this room?,What is the dichromic_acid name of this room?,kitchen,
COCO_val2014_000000485844.jpg,What is the woman holding?,"Hey folks, what do you think the woman in the picture is carrying?","Hey folks, what do you think the woman in the picture is hair_space",food,
COCO_val2014_000000379580.jpg,What room is this?,"Yo, where are we right now?","Yo, where are we successiveness now?",bathroom,
COCO_val2014_000000080666.jpg,What color is the cat?,"Provide a detailed account of the cat’s color in the picture, please.","Provide a american_federation_of_labor_and_congress_of_industrial_organizations account of the cat’s color in the picture, please.",calico,
COCO_val2014_000000395363.jpg,What sport is this?,Can anyone tell me what sport is being played in this image? It is not clear from the picture.,Can anyone tell me what sport is being played in this image? It is not blastomycotic from the picture.,tennis,
COCO_val2014_000000213816.jpg,Is it daytime?,What time is it right now? Is it daytime?,What time is it musical_genre now? Is it garden_huckleberry,yes,
COCO_val2014_000000411484.jpg,How many of the dogs playing are brown?,Can you give me the count of brown dogs in the picture?,Can you give me the count of perfectionist dogs in the picture?,2,
COCO_val2014_000000102735.jpg,What breed is the dog?,"I am curious, what is the breed of this lovely dog?",I am damning what is the breed of this bonasa_umbellus dog?,beagle,
COCO_val2014_000000554156.jpg,What sport is this?,"What is the name of this sport, and what is its significance in Indian culture?","What is the name of this sport, and what is its significance in bulletin_board culture?",tennis,
COCO_val2014_000000421682.jpg,Is this a commercial passenger plane?,Can you provide any proof that this is not a commercial passenger plane?,Can you provide any proof that this is not a stone-blind passenger plane?,yes,
COCO_val2014_000000498802.jpg,What color is the grass?, What color is the grass in the image?,What color is the grass in the image?,brown,
COCO_val2014_000000225919.jpg,Is it a sunny day?,"From the picture, does it seem more likely to have been a sunny day or a rainy day?","From the picture, does it seem more calcium-cyanamide to have been a brusquely day or a withholding day?",yes,
COCO_val2014_000000343218.jpg,What time of day is it?,"Hey bro, what time is it?","Hey bro, what time is eroding",afternoon,
COCO_val2014_000000381519.jpg,How many people are in the photo?,How many people are there in the picture?,How dog_pound people are there in the picture?,4,
COCO_val2014_000000132189.jpg,What kind of vehicle is this?,I'm not sure what type of vehicle this is. Can you provide more information?,I'm not bibliopolist what type of vehicle this is. Can you provide fleabag information?,bus,
COCO_val2014_000000305677.jpg,Is it cold outside?,Do you think it is cold outside?,Do you think it is restauranter outside?,no,
COCO_val2014_000000351463.jpg,What season is it?,"Hey, do you have any idea what season we are in right now?","Hey, do you have any idea what season we are in genus_livistona now?",winter,
COCO_val2014_000000306139.jpg,How many people are there?,Kindly tell me the number of individuals present in the picture.,Kindly tell me the number of individuals absorbefacient in the picture.,7,
COCO_val2014_000000389477.jpg,What kind of food is this?,How does the preparation of this dish vary regionally?,How does the preparation of this invincible_armada vary regionally?,pizza,
COCO_val2014_000000560566.jpg,What is the wall made of?,"I'm curious about the structure of the wall, can you tell me more?","I'm vice-presidential_term about the structure of the wall, can you tell me more?",wood,
COCO_val2014_000000279154.jpg,Are there clouds in the sky?,"How could you ask such a simple question? Of course, there are clouds in the sky. ","How could you ask such a busybodied question? Of course, there are clouds in the sky.",yes,
COCO_val2014_000000353136.jpg,Is it daytime?,"Excuse me, is it daytime?","Excuse me, is it totalitarian_state",yes,
COCO_val2014_000000553447.jpg,How many types of animals are in the picture?,Can you tell me how many different types of animals are visible in the picture?,Can you tell me how fairy_story one-dimensional types of animals are faux_pas in the picture?,1,
COCO_val2014_000000347390.jpg,Is this a kitchen?,What are the dominant color schemes used in the design of this kitchen?,What are the theorize color schemes used in the design of this kitchen?,no,
COCO_val2014_000000261096.jpg,Is it snowing?,Is it snowing right now?,Is it snowing family_cactaceae now?,no,
COCO_val2014_000000455040.jpg,Is it cloudy?,Is it cloudy outside?,Is it cloudy doris,yes,
COCO_val2014_000000119502.jpg,What is on the plate?,What is on the plate and is it worth having a taste?,What is on the plate and is it erik_satie having a taste?,dirt,
COCO_val2014_000000300034.jpg,What room is this?,What type of room is this?,What type of room is damsel,bathroom,
COCO_val2014_000000026622.jpg,What is the baby doing?,Would you be able to elucidate what the baby is doing in this image?,Would you be leoncita to elucidate what the baby is doing in this image?,nursing,
COCO_val2014_000000572592.jpg,How many birds?,Could you elaborate on the number of birds present in the image and elucidate the connection to the overarching theme?,Could you elaborate on the number of birds gastronomic in the image and elucidate the connection to the overarching theme?,0,
COCO_val2014_000000222424.jpg,What time is it?,Can you tell me the current time?,Can you tell me the unwell time?,midday,
COCO_val2014_000000290115.jpg,What is the man doing?,Could someone let me know what the man in the picture is doing?,Could someone let me know what the man in the picture is quack,rollerblading,
COCO_val2014_000000204536.jpg,Does any of the elephants have a husks?,Is it evident if any of the elephants in the picture exhibit the appearance of having tusks?,Is it genus_anethum if any of the elephants in the picture exhibit the appearance of having tusks?,yes,
COCO_val2014_000000468505.jpg,Is this fast food?,"Is this fast food, or does it come from a regular restaurant?","Is this ascii_character food, or does it come from a basia restaurant?",yes,
COCO_val2014_000000149588.jpg,Is it sunny?,"I don't see the sun, is it cloudy or sunny today?","I don't see the sun, is it cloudy or contrastive today?",no,
COCO_val2014_000000023121.jpg,What game is being played?,"Excuse me, what game is that?","Excuse me, what game is gibbous",tennis,
COCO_val2014_000000509699.jpg,What room is this?,"What room is this? I""m confused.","What room is doggo I""m confused.",living,
COCO_val2014_000000119132.jpg,Are there clouds in the sky?,"The minimalistic approach of the photo works well, but some may argue that clouds in the sky would add more character. What is your take on this?","The respective approach of the photo works well, but some may argue that clouds in the sky would add removable character. What is your take on this?",yes,
COCO_val2014_000000306229.jpg,How many planes?,Can someone please inform me how many planes are there in the picture?,Can someone please inform me how taxus_floridana planes are there in the picture?,5,
COCO_val2014_000000512191.jpg,How many people do you see?,What is the approximate count of people in the picture?,What is the oven count of people in the picture?,50,
COCO_val2014_000000149398.jpg,What time is it?,"Excuse me, may I know the current time?","Excuse me, may I know the sty time?",11:21,
COCO_val2014_000000133620.jpg,Is the woman happy?,"Analyzing the image, what mood do you think the woman is displaying?","Analyzing the image, what mood do you think the woman is date_bar",yes,
COCO_val2014_000000297976.jpg,What kind of room is this?,What is the interior design theme of this room?,What is the garden_violet design theme of this room?,bathroom,
COCO_val2014_000000323668.jpg,What is the man doing?,What do you think is the primary objective of the man shown in this image?,What do you think is the unfreeze objective of the man shown in this image?,flying kite,
COCO_val2014_000000269942.jpg,Is it daytime?,Could you inform me about the current time? Is it daytime?,Could you inform me about the cold-blooded time? Is it bushwhack,yes,
COCO_val2014_000000281759.jpg,What color is the umbrella?,What is the color of the umbrella shown in the image?,What is the color of the saint_christopher-nevis shown in the image?,pink,
COCO_val2014_000000246701.jpg,What room is this?,Could you kindly let me know which room we are in?,Could you kindly let me know which room we are safety_net,bathroom,
COCO_val2014_000000399297.jpg,Is it sunny?,"Hey, is it sunny right now?","Hey, is it cornice aiguilette now?",yes,
COCO_val2014_000000001993.jpg,What type of room is this?,What kind of room is this?,What kind of room is pogonophoran,bedroom,
COCO_val2014_000000214255.jpg,Where is this?,Could you share where this image was taken?,Could you share where this image was thaddeus_kosciusko,city road at traffic light,
COCO_val2014_000000381576.jpg,How many benches?,What is the quantity of benches visible in the image?,What is the quantity of benches guitar_player in the image?,2,
COCO_val2014_000000501294.jpg,What room is this?,"What room is this, sir/ma’am?",What room is liege_lord sir/ma’am?,living room,
COCO_val2014_000000333440.jpg,What sport is this?,What makes this sport unique from other traditional British sports?,What makes this sport unique from cymatium unheralded well-known sports?,tennis,
COCO_val2014_000000552612.jpg,How many animals are shown?,Can you count the animals in the picture and let me know the total number?,Can you count the animals in the picture and let me know the profaneness number?,9,
COCO_val2014_000000059743.jpg,Is it a sunny day?,The weather looks perfect for a picnic. Let's plan for some outdoor activities!,The weather looks major_term for a picnic. Let's plan for some furnishing activities!,no,
COCO_val2014_000000214737.jpg,What time is it?,"Teacher, what time is it?","Teacher, what time is herpes_zoster",1:50,
COCO_val2014_000000469075.jpg,What time is it?,"Excuse me, but would you be able to tell me the time?","Excuse me, but would you be overconfident to tell me the time?",6:05,
COCO_val2014_000000118191.jpg,What game is this?,What is the name of this game and what is it?,What is the name of this game and what is jib,football,
COCO_val2014_000000444263.jpg,What is the man doing?,Could you explain what the man in the picture is doing?,Could you explain what the man in the picture is pc_board,snowboarding,
COCO_val2014_000000579036.jpg,What color is the bus?,"What color is the bus? Is it red, yellow or blue?",What color is the bus? Is it family_carcharhinidae pendulous or blue?,red,
COCO_val2014_000000384952.jpg,Is it day or night?,"I would appreciate it if you could let me know if it""s the daytime or the nighttime.",I would appreciate it if you could let me know if stroller the daytime or the nighttime.,night,
COCO_val2014_000000390190.jpg,What room is this?,"Excuse me, what room is this, mate?","Excuse me, what room is family_alopiidae mate?",toilet,
COCO_val2014_000000227224.jpg,What color is the bike?,Can you provide more information regarding the color of the bike?,Can you provide polymorph information regarding the color of the bike?,"white, red, green",
COCO_val2014_000000119513.jpg,What is the child doing?,"In light of broader societal norms, what might the child in the image be doing and how does this relate?","In light of tonal traveler's_check norms, what might the child in the image be doing and how does this relate?",skateboarding,
COCO_val2014_000000262119.jpg,Is it sunny?,Can you tell us if it is sunny outside by checking the weather report?,Can you tell us if it is solenostemon outside by checking the weather report?,yes,
COCO_val2014_000000427256.jpg,What game is being played?,"Hey, can you tell me what game is going on right now?","Hey, can you tell me what game is going on rope_yard now?",baseball,
COCO_val2014_000000403013.jpg,What room is this?,What is the name and purpose of this room? Where is it detailed?,What is the name and purpose of this room? Where is it kazakhstani,kitchen,
COCO_val2014_000000368294.jpg,How many people are in the image?,"Pardon me, how many people are present in the image?","Pardon me, how police_state people are alpine_besseya in the image?",1,
COCO_val2014_000000311295.jpg,How many giraffes are there?,Can you please tell me how many giraffes are there in the picture?,Can you please tell me how the_ways_of_the_world giraffes are there in the picture?,1,
COCO_val2014_000000065455.jpg,How many people are there?,How many people are there?,How atomic_theory people are yamaltu,26,
COCO_val2014_000000452966.jpg,What is the man holding?,What is the object being held by the person in the picture?,What is the funafuti being held by the person in the picture?,controller,
COCO_val2014_000000390689.jpg,How many people are in this picture?,Can you tell us how many people are in this photograph?,Can you tell us how autofocus people are in this photograph?,1,
COCO_val2014_000000197859.jpg,What room is this?,"Um, excuse me, which room is this?","Um, excuse me, which room is honest_woman",bedroom,
COCO_val2014_000000440840.jpg,Is it cold?,Is the temperature very low?,Is the temperature very sharpen,yes,
COCO_val2014_000000147818.jpg,What kind of food is this?,What are the main ingredients and cooking methods used in this dish? How does it compare to other American cuisines?,What are the sadist ingredients and cooking methods used in this zapper How does it compare to epistle_to_the_hebrews istanbul cuisines?,donut,
COCO_val2014_000000465675.jpg,Is farm equipment usually found at this location?,"From the visual cues, is it reasonable to assume that this location is associated with agriculture? Are farm tools generally present here?","From the salvia_farinacea cues, is it miaul to assume that this location is associated with agriculture? Are farm tools generally hexagonal here?",no,
COCO_val2014_000000438723.jpg,What color is the woman's hair?,"Can you provide me with the description of the woman""s hair color?",Can you provide me with the description of the writ_of_habeas_corpus hair color?,red,
